gene_id,gene_symbol,classification_v7,stability
ENSG00000150540,HNMT,neutral,1.0
ENSG00000150551,LYPD1,neutral,1.0
ENSG00000150556,LYPD6B,gene-driven,1.0
ENSG00000150593,PDCD4,neutral,0.603
ENSG00000150625,GPM6A,neutral,0.855
ENSG00000150628,SPATA4,neutral,1.0
ENSG00000150630,VEGFC,neutral,1.0
ENSG00000150681,RGS18,neutral,1.0
ENSG00000150722,PPP1R1C,neutral,1.0
ENSG00000150750,POU2AF2,neutral,1.0
ENSG00000150756,ATPSCKMT,gene-driven,1.0
ENSG00000150760,,neutral,1.0
ENSG00000150764,DIXDC1,neutral,0.709
ENSG00000150768,DLAT,gene-driven,0.542
ENSG00000150773,PIH1D2,neutral,0.766
ENSG00000150779,TIMM8B,gene-driven (relaxed),1.0
ENSG00000150782,IL18,neutral,1.0
ENSG00000150787,PTS,neutral,1.0
ENSG00000150873,C2orf50,gene-driven,1.0
ENSG00000150938,CRIM1,neutral,0.85
ENSG00000151012,SLC7A11,neutral,0.974
ENSG00000151014,NOCT,neutral,0.859
ENSG00000151033,LYZL2,gene-driven,1.0
ENSG00000151062,CACNA2D4,gene-driven,1.0
ENSG00000151065,DCP1B,neutral,1.0
ENSG00000151079,KCNA6,neutral,1.0
ENSG00000151090,THRB,neutral,0.97
ENSG00000151116,UEVLD,gene-driven,1.0
ENSG00000151117,TMEM86A,neutral,1.0
ENSG00000151135,TMEM263,neutral,1.0
ENSG00000151151,IPMK,neutral,1.0
ENSG00000151164,RAD9B,neutral,0.999
ENSG00000151176,PLBD2,neutral,0.985
ENSG00000151224,MAT1A,neutral,0.778
ENSG00000151229,SLC2A13,neutral,0.961
ENSG00000151233,GXYLT1,neutral,1.0
ENSG00000151239,TWF1,gene-driven,1.0
ENSG00000151287,TEX30,neutral,1.0
ENSG00000151304,SRFBP1,neutral,1.0
ENSG00000151353,TMEM18,neutral,1.0
ENSG00000151364,KCTD14,gene-driven,0.992
ENSG00000151365,THRSP,neutral,1.0
ENSG00000151366,NDUFC2,gene-driven (relaxed),1.0
ENSG00000151376,ME3,neutral,0.99
ENSG00000151379,MSGN1,neutral,1.0
ENSG00000151413,NUBPL,gene-driven,1.0
ENSG00000151422,FER,regulation-driven,0.681
ENSG00000151458,ANKRD50,gene-driven,1.0
ENSG00000151461,,gene-driven (relaxed),1.0
ENSG00000151468,CCDC3,neutral,1.0
ENSG00000151498,ACAD8,neutral,1.0
ENSG00000151500,THYN1,gene-driven,1.0
ENSG00000151532,VTI1A,neutral,1.0
ENSG00000151572,ANO4,gene-driven,0.984
ENSG00000151575,TEX9,neutral,0.928
ENSG00000151576,QTRT2,neutral,1.0
ENSG00000151577,DRD3,neutral,0.6
ENSG00000151611,MMAA,neutral,1.0
ENSG00000151615,POU4F2,neutral,1.0
ENSG00000151617,EDNRA,neutral,0.895
ENSG00000151640,DPYSL4,neutral,0.891
ENSG00000151657,KIN,neutral,0.992
ENSG00000151665,PIGF,gene-driven,0.985
ENSG00000151687,ANKAR,neutral,0.865
ENSG00000151689,INPP1,neutral,1.0
ENSG00000151694,ADAM17,neutral,0.999
ENSG00000151702,FLI1,regulation-driven,0.786
ENSG00000151704,KCNJ1,neutral,0.566
ENSG00000151715,TMEM45B,neutral,1.0
ENSG00000151718,WWC2,neutral,0.784
ENSG00000151725,CENPU,gene-driven,0.998
ENSG00000151726,,regulation-driven,0.909
ENSG00000151729,SLC25A4,neutral,0.924
ENSG00000151746,BICD1,gene-driven,1.0
ENSG00000151773,CCDC122,gene-driven,1.0
ENSG00000151778,SERP2,gene-driven,0.973
ENSG00000151806,GUF1,neutral,0.991
ENSG00000151834,GABRA2,neutral,0.894
ENSG00000151838,CCDC175,neutral,1.0
ENSG00000151876,FBXO4,gene-driven,1.0
ENSG00000151881,TMEM267,gene-driven,1.0
ENSG00000151882,CCL28,gene-driven,1.0
ENSG00000151893,CACUL1,neutral,1.0
ENSG00000151917,BEND6,neutral,1.0
ENSG00000151948,GLT1D1,neutral,0.733
ENSG00000151962,RBM46,neutral,0.929
ENSG00000151967,SCHIP1,neutral,0.646
ENSG00000152034,MCHR2,gene-driven,0.996
ENSG00000152049,KCNE4,neutral,1.0
ENSG00000152093,CFC1B,neutral,1.0
ENSG00000152102,FAM168B,neutral,1.0
ENSG00000152104,PTPN14,regulation-driven,0.543
ENSG00000152127,MGAT5,regulation-driven,1.0
ENSG00000152133,GPATCH11,neutral,1.0
ENSG00000152137,HSPB8,gene-driven,1.0
ENSG00000152147,GEMIN6,neutral,1.0
ENSG00000152154,TMEM178A,neutral,1.0
ENSG00000152193,OBI1,neutral,1.0
ENSG00000152219,ARL14EP,neutral,1.0
ENSG00000152266,PTH,neutral,1.0
ENSG00000152270,PDE3B,regulation-driven,0.581
ENSG00000152315,KCNK13,neutral,1.0
ENSG00000152332,UHMK1,neutral,1.0
ENSG00000152359,POC5,gene-driven,1.0
ENSG00000152377,SPOCK1,neutral,0.993
ENSG00000152380,FAM151B,gene-driven,1.0
ENSG00000152382,TADA1,neutral,1.0
ENSG00000152402,GUCY1A2,neutral,1.0
ENSG00000152404,CWF19L2,neutral,0.999
ENSG00000152409,JMY,neutral,1.0
ENSG00000152413,HOMER1,neutral,0.774
ENSG00000152422,XRCC4,neutral,1.0
ENSG00000152430,BOLL,gene-driven,0.62
ENSG00000152457,DCLRE1C,neutral,0.995
ENSG00000152465,NMT2,neutral,0.978
ENSG00000152492,CCDC50,neutral,1.0
ENSG00000152495,CAMK4,neutral,0.997
ENSG00000152518,ZFP36L2,neutral,1.0
ENSG00000152527,PLEKHH2,regulation-driven,1.0
ENSG00000152580,IGSF10,neutral,0.743
ENSG00000152592,DMP1,neutral,0.998
ENSG00000152595,MEPE,neutral,1.0
ENSG00000152611,CAPSL,gene-driven,0.995
ENSG00000152661,GJA1,neutral,1.0
ENSG00000152669,CCNO,gene-driven,1.0
ENSG00000152670,DDX4,neutral,0.966
ENSG00000152684,PELO,neutral,1.0
ENSG00000152705,CATSPER3,neutral,1.0
ENSG00000152749,GPR180,neutral,1.0
ENSG00000152760,DYNLT5,neutral,1.0
ENSG00000152766,ANKRD22,neutral,1.0
ENSG00000152767,FARP1,regulation-driven,0.653
ENSG00000152778,IFIT5,neutral,1.0
ENSG00000152782,PANK1,neutral,0.584
ENSG00000152785,BMP3,neutral,1.0
ENSG00000152795,HNRNPDL,gene-driven,1.0
ENSG00000152804,HHEX,neutral,1.0
ENSG00000152822,GRM1,regulation-driven,0.997
ENSG00000152932,RAB3C,neutral,0.816
ENSG00000152939,MARVELD2,gene-driven,1.0
ENSG00000152942,RAD17,gene-driven (relaxed),1.0
ENSG00000152944,MED21,gene-driven,1.0
ENSG00000152953,STK32B,neutral,0.999
ENSG00000152969,JAKMIP1,neutral,1.0
ENSG00000152990,,gene-driven,1.0
ENSG00000153002,CPB1,regulation-driven,0.641
ENSG00000153006,SREK1IP1,gene-driven,1.0
ENSG00000153015,CWC27,gene-driven,1.0
ENSG00000153064,BANK1,neutral,0.732
ENSG00000153086,ACMSD,neutral,0.793
ENSG00000153140,CETN3,neutral,0.632
ENSG00000153157,SYCP2L,neutral,1.0
ENSG00000153162,BMP6,neutral,1.0
ENSG00000153179,RASSF3,gene-driven,1.0
ENSG00000153208,MERTK,neutral,1.0
ENSG00000153266,FEZF2,neutral,0.977
ENSG00000153294,ADGRF4,neutral,0.952
ENSG00000153395,LPCAT1,neutral,0.897
ENSG00000153485,LYSET,gene-driven,1.0
ENSG00000153487,ING1,neutral,1.0
ENSG00000153495,TEX29,gene-driven,1.0
ENSG00000153498,SPACA7,neutral,1.0
ENSG00000153531,ADPRHL1,neutral,0.812
ENSG00000153558,FBXL2,neutral,0.593
ENSG00000153560,UBP1,neutral,0.903
ENSG00000153561,RMND5A,neutral,1.0
ENSG00000153563,CD8A,neutral,1.0
ENSG00000153574,RPIA,neutral,1.0
ENSG00000153714,LURAP1L,neutral,1.0
ENSG00000153820,SPHKAP,regulation-driven,0.777
ENSG00000153823,PID1,neutral,1.0
ENSG00000153832,FBXO36,gene-driven,1.0
ENSG00000153898,MCOLN2,neutral,0.72
ENSG00000153936,HS2ST1,gene-driven,0.97
ENSG00000153975,ZUP1,neutral,1.0
ENSG00000153989,NUS1,neutral,1.0
ENSG00000153993,SEMA3D,neutral,0.732
ENSG00000154001,PPP2R5E,neutral,0.996
ENSG00000154007,ASB17,neutral,1.0
ENSG00000154025,SLC5A10,gene-driven,1.0
ENSG00000154124,OTULIN,gene-driven,1.0
ENSG00000154127,UBASH3B,neutral,0.962
ENSG00000154133,ROBO4,gene-driven,0.975
ENSG00000154143,PANX3,neutral,1.0
ENSG00000154146,NRGN,gene-driven,0.998
ENSG00000154174,TOMM70,neutral,1.0
ENSG00000154252,GAL3ST2,neutral,1.0
ENSG00000154269,ENPP3,gene-driven,0.769
ENSG00000154274,C4orf19,neutral,1.0
ENSG00000154277,UCHL1,gene-driven,1.0
ENSG00000154305,MIA3,gene-driven,1.0
ENSG00000154328,NEIL2,gene-driven,1.0
ENSG00000154342,WNT3A,neutral,0.982
ENSG00000154359,LONRF1,neutral,1.0
ENSG00000154415,PPP1R3A,neutral,1.0
ENSG00000154478,GPR26,neutral,1.0
ENSG00000154511,DIPK1A,neutral,0.686
ENSG00000154518,ATP5MC3,neutral,1.0
ENSG00000154548,SRSF12,neutral,1.0
ENSG00000154553,PDLIM3,regulation-driven,0.997
ENSG00000154589,LY96,neutral,1.0
ENSG00000154678,PDE1C,neutral,1.0
ENSG00000154764,WNT7A,neutral,1.0
ENSG00000154781,CCDC174,neutral,1.0
ENSG00000154813,DPH3,neutral,1.0
ENSG00000154814,OXNAD1,gene-driven,1.0
ENSG00000154917,RAB6B,neutral,0.983
ENSG00000154928,EPHB1,regulation-driven,0.971
ENSG00000154997,SEPTIN14,neutral,1.0
ENSG00000155011,DKK2,neutral,1.0
ENSG00000155016,CYP2U1,neutral,1.0
ENSG00000155052,CNTNAP5,regulation-driven,0.967
ENSG00000155087,ODF1,gene-driven,1.0
ENSG00000155090,KLF10,neutral,1.0
ENSG00000155096,AZIN1,neutral,0.993
ENSG00000155097,ATP6V1C1,neutral,1.0
ENSG00000155158,TTC39B,gene-driven,0.804
ENSG00000155189,AGPAT5,gene-driven,1.0
ENSG00000155252,PI4K2A,neutral,1.0
ENSG00000155256,ZFYVE27,gene-driven,1.0
ENSG00000155269,GPR78,gene-driven,1.0
ENSG00000155275,TRMT44,neutral,1.0
ENSG00000155324,GRAMD2B,gene-driven,0.849
ENSG00000155329,ZCCHC10,neutral,1.0
ENSG00000155363,MOV10,neutral,1.0
ENSG00000155380,SLC16A1,gene-driven,1.0
ENSG00000155463,OXA1L,gene-driven,1.0
ENSG00000155511,GRIA1,regulation-driven,0.995
ENSG00000155530,LRGUK,neutral,0.805
ENSG00000155542,SETD9,gene-driven,0.999
ENSG00000155545,MIER3,gene-driven,1.0
ENSG00000155629,PIK3AP1,regulation-driven,0.636
ENSG00000155636,RBM45,neutral,1.0
ENSG00000155660,PDIA4,gene-driven,0.972
ENSG00000155729,KCTD18,neutral,1.0
ENSG00000155749,FLACC1,gene-driven,0.999
ENSG00000155754,C2CD6,neutral,0.954
ENSG00000155755,TMEM237,neutral,1.0
ENSG00000155760,FZD7,neutral,1.0
ENSG00000155761,SPAG17,gene-driven,0.933
ENSG00000155792,DEPTOR,neutral,0.907
ENSG00000155833,CYLC2,gene-driven,1.0
ENSG00000155858,LSM11,neutral,1.0
ENSG00000155875,SAXO1,gene-driven,1.0
ENSG00000155886,SLC24A2,regulation-driven,0.982
ENSG00000155890,TRIM42,neutral,0.964
ENSG00000155897,ADCY8,regulation-driven,0.987
ENSG00000155903,RASA2,neutral,1.0
ENSG00000155906,RMND1,neutral,1.0
ENSG00000155957,TMBIM4,neutral,1.0
ENSG00000155975,VPS37A,neutral,1.0
ENSG00000156026,MCU,gene-driven,0.9
ENSG00000156049,GNA14,neutral,1.0
ENSG00000156127,BATF,neutral,1.0
ENSG00000156136,DCK,neutral,0.981
ENSG00000156140,ADAMTS3,regulation-driven,1.0
ENSG00000156150,ALX3,gene-driven,0.993
ENSG00000156172,CFAP418,neutral,1.0
ENSG00000156194,PPEF2,neutral,1.0
ENSG00000156234,CXCL13,gene-driven,1.0
ENSG00000156345,CDK20,gene-driven,1.0
ENSG00000156374,PCGF6,neutral,1.0
ENSG00000156384,SFR1,neutral,1.0
ENSG00000156427,FGF18,neutral,1.0
ENSG00000156463,SH3RF2,neutral,0.909
ENSG00000156466,GDF6,neutral,1.0
ENSG00000156467,UQCRB,gene-driven,1.0
ENSG00000156471,PTDSS1,neutral,0.996
ENSG00000156508,EEF1A1,gene-driven,0.998
ENSG00000156510,HKDC1,neutral,0.801
ENSG00000156521,TYSND1,neutral,0.855
ENSG00000156535,CD109,neutral,1.0
ENSG00000156574,NODAL,gene-driven (relaxed),0.994
ENSG00000156575,PRG3,neutral,1.0
ENSG00000156587,UBE2L6,gene-driven,1.0
ENSG00000156603,MED19,neutral,1.0
ENSG00000156711,MAPK13,neutral,1.0
ENSG00000156735,BAG4,neutral,1.0
ENSG00000156804,FBXO32,neutral,0.703
ENSG00000156831,NSMCE2,neutral,1.0
ENSG00000156869,FRRS1,neutral,1.0
ENSG00000156876,SASS6,neutral,0.856
ENSG00000156928,MALSU1,neutral,1.0
ENSG00000156958,GALK2,gene-driven,1.0
ENSG00000156959,LHFPL4,neutral,1.0
ENSG00000156966,B3GNT7,neutral,1.0
ENSG00000157005,SST,neutral,1.0
ENSG00000157014,TATDN2,gene-driven,0.555
ENSG00000157020,SEC13,neutral,0.994
ENSG00000157036,EXOG,neutral,1.0
ENSG00000157060,SHCBP1L,neutral,1.0
ENSG00000157064,NMNAT2,neutral,0.876
ENSG00000157077,ZFYVE9,neutral,0.706
ENSG00000157093,LYZL4,neutral,1.0
ENSG00000157110,RBPMS,neutral,0.977
ENSG00000157111,TMEM171,gene-driven,1.0
ENSG00000157119,KLHL40,neutral,0.99
ENSG00000157150,TIMP4,neutral,1.0
ENSG00000157184,CPT2,neutral,0.997
ENSG00000157211,CDCP2,neutral,1.0
ENSG00000157303,SUSD3,neutral,1.0
ENSG00000157330,CFAP107,neutral,1.0
ENSG00000157343,ARMC12,neutral,1.0
ENSG00000157379,DHRS1,neutral,1.0
ENSG00000157445,CACNA2D3,neutral,0.978
ENSG00000157456,CCNB2,gene-driven,0.672
ENSG00000157510,AFAP1L1,neutral,0.59
ENSG00000157593,SLC35B2,neutral,1.0
ENSG00000157653,,neutral,1.0
ENSG00000157693,TMEM268,neutral,1.0
ENSG00000157703,SVOPL,gene-driven,0.717
ENSG00000157734,SNX22,neutral,1.0
ENSG00000157765,SLC34A2,gene-driven,1.0
ENSG00000157778,PSMG3,neutral,1.0
ENSG00000157782,CABP1,neutral,0.792
ENSG00000157833,GAREM2,neutral,0.999
ENSG00000157884,CIB4,neutral,1.0
ENSG00000157927,RADIL,gene-driven,1.0
ENSG00000157954,WIPI2,gene-driven,1.0
ENSG00000157978,LDLRAP1,neutral,1.0
ENSG00000157992,KRTCAP3,gene-driven,1.0
ENSG00000157999,ANKRD61,neutral,1.0
ENSG00000158006,PAFAH2,neutral,1.0
ENSG00000158008,EXTL1,neutral,0.886
ENSG00000158014,SLC30A2,neutral,1.0
ENSG00000158022,TRIM63,neutral,0.851
ENSG00000158055,GRHL3,gene-driven,1.0
ENSG00000158077,NLRP14,neutral,0.886
ENSG00000158079,PTPDC1,neutral,0.694
ENSG00000158089,GALNT14,regulation-driven,1.0
ENSG00000158104,HPD,neutral,0.973
ENSG00000158106,RHPN1,neutral,1.0
ENSG00000158109,TPRG1L,neutral,1.0
ENSG00000158113,LRRC43,neutral,1.0
ENSG00000158122,PRXL2C,gene-driven,1.0
ENSG00000158156,XKR8,neutral,1.0
ENSG00000158161,EYA3,neutral,0.817
ENSG00000158195,WASF2,neutral,1.0
ENSG00000158220,ESYT3,neutral,0.954
ENSG00000158246,TENT5B,neutral,1.0
ENSG00000158258,CLSTN2,regulation-driven,1.0
ENSG00000158292,GPR153,neutral,1.0
ENSG00000158315,RHBDL2,neutral,1.0
ENSG00000158402,CDC25C,gene-driven,1.0
ENSG00000158417,EIF5B,neutral,0.634
ENSG00000158428,CATIP,neutral,1.0
ENSG00000158457,TSPAN33,neutral,1.0
ENSG00000158458,NRG2,regulation-driven,0.631
ENSG00000158467,AHCYL2,neutral,1.0
ENSG00000158516,CPA2,neutral,0.967
ENSG00000158604,TMED4,gene-driven,1.0
ENSG00000158623,COPG2,regulation-driven,0.719
ENSG00000158715,SLC45A3,neutral,0.934
ENSG00000158716,DUSP23,neutral,1.0
ENSG00000158748,HTR6,neutral,1.0
ENSG00000158769,F11R,neutral,1.0
ENSG00000158786,PLA2G2F,neutral,1.0
ENSG00000158793,NIT1,neutral,1.0
ENSG00000158816,VWA5B1,dual-driven,0.562
ENSG00000158828,PINK1,neutral,1.0
ENSG00000158850,B4GALT3,gene-driven,1.0
ENSG00000158856,DMTN,neutral,0.709
ENSG00000158859,ADAMTS4,neutral,1.0
ENSG00000158863,FHIP2B,gene-driven,1.0
ENSG00000158864,,neutral,1.0
ENSG00000158869,FCER1G,neutral,1.0
ENSG00000158882,TOMM40L,gene-driven,1.0
ENSG00000158966,CACHD1,regulation-driven,1.0
ENSG00000158985,CDC42SE2,gene-driven,1.0
ENSG00000159164,SV2A,gene-driven,0.958
ENSG00000159167,STC1,neutral,1.0
ENSG00000159173,TNNI1,neutral,0.964
ENSG00000159176,CSRP1,neutral,0.671
ENSG00000159189,C1QC,neutral,1.0
ENSG00000159248,GJD2,neutral,1.0
ENSG00000159251,ACTC1,neutral,0.582
ENSG00000159339,PADI4,neutral,0.986
ENSG00000159346,ADIPOR1,neutral,0.988
ENSG00000159374,M1AP,neutral,0.891
ENSG00000159377,PSMB4,neutral,1.0
ENSG00000159388,BTG2,gene-driven,1.0
ENSG00000159399,HK2,neutral,0.534
ENSG00000159403,C1R,neutral,1.0
ENSG00000159479,MED8,neutral,1.0
ENSG00000159495,TGM7,neutral,0.995
ENSG00000159527,PGLYRP3,gene-driven,0.973
ENSG00000159596,TMEM69,neutral,1.0
ENSG00000159650,UROC1,neutral,0.561
ENSG00000159674,SPON2,gene-driven (relaxed),0.992
ENSG00000159692,CTBP1,gene-driven,1.0
ENSG00000159884,,neutral,1.0
ENSG00000159921,,regulation-driven,0.705
ENSG00000160049,,neutral,1.0
ENSG00000160050,,gene-driven,1.0
ENSG00000160062,,neutral,1.0
ENSG00000160097,,gene-driven,1.0
ENSG00000160293,,regulation-driven,0.589
ENSG00000160323,,neutral,0.879
ENSG00000160349,,gene-driven,1.0
ENSG00000160360,,neutral,0.745
ENSG00000160404,,gene-driven,0.59
ENSG00000160539,,neutral,1.0
ENSG00000160563,,gene-driven,1.0
ENSG00000160606,,gene-driven,1.0
ENSG00000160654,,neutral,1.0
ENSG00000160679,,gene-driven,1.0
ENSG00000160683,,neutral,1.0
ENSG00000160685,,neutral,1.0
ENSG00000160688,,neutral,1.0
ENSG00000160714,,neutral,1.0
ENSG00000160716,,neutral,0.789
ENSG00000160741,,neutral,1.0
ENSG00000160767,,gene-driven,1.0
ENSG00000160781,,neutral,0.774
ENSG00000160785,,neutral,1.0
ENSG00000160801,,neutral,0.517
ENSG00000160808,,gene-driven,0.987
ENSG00000160813,,neutral,1.0
ENSG00000160818,,gene-driven,1.0
ENSG00000160838,,neutral,0.943
ENSG00000160867,,neutral,0.604
ENSG00000160870,,neutral,0.692
ENSG00000160886,,gene-driven,1.0
ENSG00000160908,,neutral,1.0
ENSG00000160973,,neutral,1.0
ENSG00000160993,,neutral,1.0
ENSG00000161010,,gene-driven,0.667
ENSG00000161021,,neutral,1.0
ENSG00000161040,,gene-driven,1.0
ENSG00000161055,,neutral,1.0
ENSG00000161202,,gene-driven,0.849
ENSG00000161203,,neutral,0.751
ENSG00000161204,,neutral,1.0
ENSG00000161328,,neutral,1.0
ENSG00000161638,,neutral,1.0
ENSG00000161850,,gene-driven,1.0
ENSG00000161911,,neutral,1.0
ENSG00000161980,,neutral,1.0
ENSG00000162065,,gene-driven,1.0
ENSG00000162068,,neutral,1.0
ENSG00000162069,,gene-driven,0.991
ENSG00000162073,,neutral,1.0
ENSG00000162086,,neutral,1.0
ENSG00000162139,,neutral,1.0
ENSG00000162148,,gene-driven,0.991
ENSG00000162188,,neutral,1.0
ENSG00000162231,,neutral,1.0
ENSG00000162236,,gene-driven,1.0
ENSG00000162241,,gene-driven,1.0
ENSG00000162267,,neutral,0.645
ENSG00000162341,,neutral,1.0
ENSG00000162344,,neutral,1.0
ENSG00000162365,,gene-driven,0.912
ENSG00000162368,,neutral,1.0
ENSG00000162377,,neutral,1.0
ENSG00000162383,,neutral,0.582
ENSG00000162384,,neutral,1.0
ENSG00000162391,,neutral,1.0
ENSG00000162398,,neutral,1.0
ENSG00000162399,,neutral,1.0
ENSG00000162407,,neutral,0.998
ENSG00000162409,,neutral,0.677
ENSG00000162415,,neutral,0.72
ENSG00000162419,,neutral,1.0
ENSG00000162426,,neutral,0.994
ENSG00000162437,,neutral,1.0
ENSG00000162441,,gene-driven,0.932
ENSG00000162456,,neutral,1.0
ENSG00000162460,,neutral,1.0
ENSG00000162461,,neutral,1.0
ENSG00000162490,,neutral,1.0
ENSG00000162494,,neutral,1.0
ENSG00000162510,,neutral,1.0
ENSG00000162511,,neutral,1.0
ENSG00000162512,,neutral,1.0
ENSG00000162517,,neutral,1.0
ENSG00000162520,,gene-driven,1.0
ENSG00000162522,,neutral,0.999
ENSG00000162526,,gene-driven,1.0
ENSG00000162542,,neutral,1.0
ENSG00000162545,,neutral,1.0
ENSG00000162592,,neutral,0.995
ENSG00000162594,,neutral,0.555
ENSG00000162598,,neutral,1.0
ENSG00000162599,,gene-driven,1.0
ENSG00000162601,,neutral,0.766
ENSG00000162616,,neutral,1.0
ENSG00000162621,,neutral,1.0
ENSG00000162624,,neutral,0.526
ENSG00000162630,,neutral,1.0
ENSG00000162631,,gene-driven (relaxed),0.929
ENSG00000162636,,neutral,1.0
ENSG00000162639,,neutral,0.952
ENSG00000162642,,neutral,1.0
ENSG00000162650,,neutral,1.0
ENSG00000162664,,gene-driven,1.0
ENSG00000162670,,regulation-driven,0.916
ENSG00000162676,,neutral,1.0
ENSG00000162692,,neutral,0.898
ENSG00000162704,,gene-driven,0.981
ENSG00000162711,,neutral,1.0
ENSG00000162714,,gene-driven,1.0
ENSG00000162722,,neutral,1.0
ENSG00000162723,,neutral,1.0
ENSG00000162728,,neutral,0.565
ENSG00000162734,,neutral,1.0
ENSG00000162738,,neutral,1.0
ENSG00000162739,,neutral,1.0
ENSG00000162745,,neutral,1.0
ENSG00000162746,,gene-driven,1.0
ENSG00000162755,,neutral,1.0
ENSG00000162761,,neutral,0.996
ENSG00000162763,,neutral,1.0
ENSG00000162775,,gene-driven,0.639
ENSG00000162777,,neutral,1.0
ENSG00000162813,,gene-driven (relaxed),1.0
ENSG00000162814,,regulation-driven,0.909
ENSG00000162819,,gene-driven,0.796
ENSG00000162836,,gene-driven,1.0
ENSG00000162843,,neutral,0.523
ENSG00000162851,,neutral,1.0
ENSG00000162873,,gene-driven,1.0
ENSG00000162878,,neutral,1.0
ENSG00000162885,,neutral,1.0
ENSG00000162889,,neutral,1.0
ENSG00000162891,,neutral,1.0
ENSG00000162894,,neutral,1.0
ENSG00000162896,,neutral,1.0
ENSG00000162897,,neutral,0.999
ENSG00000162909,,neutral,0.864
ENSG00000162924,,gene-driven,1.0
ENSG00000162928,,neutral,1.0
ENSG00000162929,,neutral,0.884
ENSG00000162931,,gene-driven,1.0
ENSG00000162961,,neutral,1.0
ENSG00000162971,,gene-driven,1.0
ENSG00000162976,,gene-driven,0.933
ENSG00000162981,,neutral,1.0
ENSG00000162989,,neutral,0.622
ENSG00000162998,,neutral,0.999
ENSG00000162999,,neutral,1.0
ENSG00000163013,,neutral,0.951
ENSG00000163026,,gene-driven,1.0
ENSG00000163050,,regulation-driven,0.823
ENSG00000163053,,neutral,1.0
ENSG00000163071,,gene-driven,0.939
ENSG00000163082,,neutral,1.0
ENSG00000163104,,neutral,0.911
ENSG00000163106,,neutral,1.0
ENSG00000163121,,gene-driven,0.512
ENSG00000163125,,neutral,0.996
ENSG00000163126,,neutral,1.0
ENSG00000163131,,neutral,1.0
ENSG00000163132,,neutral,1.0
ENSG00000163155,,neutral,1.0
ENSG00000163162,,neutral,1.0
ENSG00000163170,,neutral,1.0
ENSG00000163217,,neutral,1.0
ENSG00000163218,,neutral,1.0
ENSG00000163220,,neutral,1.0
ENSG00000163221,,neutral,1.0
ENSG00000163239,,neutral,1.0
ENSG00000163273,,neutral,1.0
ENSG00000163291,,neutral,0.825
ENSG00000163293,,gene-driven,0.78
ENSG00000163295,,neutral,1.0
ENSG00000163328,,neutral,0.791
ENSG00000163344,,neutral,1.0
ENSG00000163347,,neutral,1.0
ENSG00000163348,,gene-driven,1.0
ENSG00000163357,,neutral,0.507
ENSG00000163380,,neutral,0.942
ENSG00000163382,,gene-driven,1.0
ENSG00000163389,,neutral,1.0
ENSG00000163393,,neutral,1.0
ENSG00000163394,,neutral,1.0
ENSG00000163428,,neutral,1.0
ENSG00000163431,,neutral,1.0
ENSG00000163440,,gene-driven,0.996
ENSG00000163444,,neutral,1.0
ENSG00000163453,,gene-driven,1.0
ENSG00000163463,,gene-driven,1.0
ENSG00000163472,,neutral,1.0
ENSG00000163481,,neutral,1.0
ENSG00000163485,,neutral,0.995
ENSG00000163492,,regulation-driven,1.0
ENSG00000163497,,neutral,1.0
ENSG00000163501,,neutral,1.0
ENSG00000163507,,neutral,1.0
ENSG00000163508,,gene-driven,0.868
ENSG00000163510,,neutral,1.0
ENSG00000163513,,neutral,1.0
ENSG00000163517,,gene-driven,1.0
ENSG00000163518,,neutral,1.0
ENSG00000163527,,regulation-driven,0.6
ENSG00000163528,,neutral,1.0
ENSG00000163530,,neutral,1.0
ENSG00000163536,,neutral,0.969
ENSG00000163545,,neutral,1.0
ENSG00000163558,,neutral,0.579
ENSG00000163565,,gene-driven,1.0
ENSG00000163568,,neutral,1.0
ENSG00000163577,,neutral,1.0
ENSG00000163581,,neutral,0.585
ENSG00000163584,,gene-driven (relaxed),0.811
ENSG00000163586,,neutral,1.0
ENSG00000163590,,neutral,0.992
ENSG00000163599,,neutral,1.0
ENSG00000163600,,neutral,1.0
ENSG00000163606,,gene-driven,1.0
ENSG00000163607,,neutral,1.0
ENSG00000163623,,neutral,0.579
ENSG00000163626,,gene-driven,1.0
ENSG00000163630,,neutral,0.926
ENSG00000163633,,gene-driven,1.0
ENSG00000163644,,neutral,0.999
ENSG00000163659,,neutral,0.928
ENSG00000163661,,neutral,1.0
ENSG00000163666,,neutral,1.0
ENSG00000163673,,regulation-driven,0.605
ENSG00000163687,,neutral,1.0
ENSG00000163704,,neutral,1.0
ENSG00000163705,,gene-driven,1.0
ENSG00000163719,,gene-driven,0.995
ENSG00000163736,,neutral,1.0
ENSG00000163738,,gene-driven,0.995
ENSG00000163743,,neutral,1.0
ENSG00000163751,,neutral,1.0
ENSG00000163781,,neutral,0.941
ENSG00000163788,,neutral,0.639
ENSG00000163792,,neutral,1.0
ENSG00000163798,,gene-driven,1.0
ENSG00000163807,,neutral,1.0
ENSG00000163812,,neutral,0.784
ENSG00000163814,,gene-driven,1.0
ENSG00000163815,,neutral,1.0
ENSG00000163817,,neutral,0.613
ENSG00000163818,,neutral,0.762
ENSG00000163823,,neutral,1.0
ENSG00000163825,,gene-driven,0.998
ENSG00000163827,,neutral,1.0
ENSG00000163832,,neutral,1.0
ENSG00000163840,,neutral,1.0
ENSG00000163875,,neutral,0.842
ENSG00000163877,,neutral,1.0
